
Year;Month;Day;Hour;Minute;Temperature  
2020;01;18;21;00;25.58;54.00;1011.90;0.00
2020;01;18;22;00;25.07;60.00;1012.50;0.00
2020;01;18;23;00;23.19;72.00;1012.20;0.00
2020;01;19;00;00;22.08;77.00;1012.10;0.00
2020;01;19;01;00;21.87;77.00;1012.00;0.00
2020;01;19;02;00;21.96;75.00;1011.90;0.00
2020;01;19;03;00;21.91;73.00;1011.90;0.00
2020;01;19;04;00;21.73;73.00;1011.90;0.00
2020;01;19;05;00;21.70;73.00;1012.50;0.00
2020;01;19;06;00;21.57;74.00;1012.80;0.00
2020;01;19;07;00;22.97;70.00;1012.90;0.00
2020;01;19;08;00;25.56;61.00;1013.40;0.00
2020;01;19;09;00;27.67;53.00;1013.70;0.00
2020;01;19;10;00;29.93;45.00;1013.50;0.00
2020;01;19;11;00;31.98;36.00;1012.30;0.00
2020;01;19;12;00;33.19;32.00;1011.40;0.00
2020;01;19;13;00;33.87;30.00;1010.70;0.00
2020;01;19;14;00;34.08;30.00;1010.10;0.00
2020;01;19;15;00;33.96;30.00;1009.40;0.00
2020;01;19;16;00;32.88;36.00;1009.10;0.00
2020;01;19;17;00;30.80;40.00;1010.40;0.00
2020;01;19;18;00;25.66;44.00;1012.20;0.00
2020;01;19;19;00;24.20;58.00;1012.50;0.00
2020;01;19;20;00;24.26;58.00;1013.00;0.00
2020;01;19;21;00;23.81;60.00;1013.80;0.00
2020;01;19;22;00;22.25;71.00;1014.40;0.00
2020;01;19;23;00;21.70;72.00;1014.00;0.00
2020;01;20;00;00;21.99;67.00;1013.70;0.00
2020;01;20;01;00;21.95;64.00;1013.30;0.00
2020;01;20;02;00;21.70;65.00;1013.00;0.00
2020;01;20;03;00;21.48;65.00;1012.80;0.00
2020;01;20;04;00;20.59;67.00;1012.70;0.00
2020;01;20;05;00;19.91;71.00;1013.60;0.00
2020;01;20;06;00;19.73;72.00;1014.20;0.00
2020;01;20;07;00;21.74;65.00;1014.80;0.00
2020;01;20;08;00;25.02;55.00;1015.00;0.00
2020;01;20;09;00;27.18;49.00;1015.40;0.00
2020;01;20;10;00;29.13;42.00;1015.30;0.00
2020;01;20;11;00;31.18;36.00;1014.20;0.00
2020;01;20;12;00;32.32;34.00;1013.30;0.00
2020;01;20;13;00;32.60;34.00;1012.50;0.00
2020;01;20;14;00;32.57;34.00;1012.00;0.00
2020;01;20;15;00;31.71;35.00;1011.80;0.00
2020;01;20;16;00;30.20;39.00;1011.90;0.00
2020;01;20;17;00;28.04;44.00;1012.60;0.00
2020;01;20;18;00;25.04;52.00;1013.30;0.00
2020;01;20;19;00;23.82;55.00;1013.70;0.00
2020;01;20;20;00;23.65;55.00;1014.50;0.00
2020;01;20;21;00;22.65;62.00;1015.60;0.00
2020;01;20;22;00;21.98;65.00;1016.10;0.00
2020;01;20;23;00;22.07;65.00;1015.60;0.00
2020;01;21;00;00;21.81;65.00;1015.20;0.00
2020;01;21;01;00;21.32;65.00;1014.70;0.00
2020;01;21;02;00;20.80;66.00;1014.50;0.00
2020;01;21;03;00;20.56;66.00;1014.00;0.00
2020;01;21;04;00;20.18;68.00;1013.50;0.00
2020;01;21;05;00;19.88;71.00;1014.10;0.00
2020;01;21;06;00;19.77;72.00;1014.40;0.00
2020;01;21;07;00;21.69;66.00;1014.60;0.00
2020;01;21;08;00;24.94;56.00;1014.90;0.00
2020;01;21;09;00;27.19;49.00;1015.20;0.00
2020;01;21;10;00;28.98;45.00;1015.70;0.00
2020;01;21;11;00;30.53;39.00;1014.60;0.00
2020;01;21;12;00;31.76;35.00;1013.40;0.00
2020;01;21;13;00;31.80;34.00;1012.70;0.00
2020;01;21;14;00;31.49;35.00;1012.30;0.00
2020;01;21;15;00;30.67;36.00;1012.20;0.00
2020;01;21;16;00;29.21;39.00;1012.20;0.00
2020;01;21;17;00;26.92;44.00;1012.80;0.00
2020;01;21;18;00;23.90;51.00;1013.60;0.00
2020;01;21;19;00;22.56;55.00;1014.20;0.00
2020;01;21;20;00;21.55;58.00;1015.00;0.00
2020;01;21;21;00;20.30;62.00;1015.70;0.00
2020;01;21;22;00;19.39;64.00;1016.00;0.00
2020;01;21;23;00;19.41;63.00;1015.30;0.00
2020;01;22;00;00;19.55;65.00;1014.90;0.00
2020;01;22;01;00;19.38;66.00;1014.60;0.00
2020;01;22;02;00;18.60;69.00;1014.20;0.00
2020;01;22;03;00;18.16;72.00;1014.10;0.00
2020;01;22;04;00;17.99;71.00;1013.70;0.00
2020;01;22;05;00;17.76;71.00;1014.30;0.00
2020;01;22;06;00;17.28;72.00;1014.80;0.00
2020;01;22;07;00;19.17;65.00;1015.00;0.00
2020;01;22;08;00;21.87;56.00;1015.40;0.00
2020;01;22;09;00;24.65;48.00;1015.70;0.00
2020;01;22;10;00;27.05;43.00;1016.00;0.00
2020;01;22;11;00;29.10;38.00;1014.40;0.00
2020;01;22;12;00;30.55;35.00;1013.30;0.00
2020;01;22;13;00;31.70;32.00;1012.10;0.00
2020;01;22;14;00;32.20;31.00;1011.30;0.00
2020;01;22;15;00;31.10;38.00;1010.90;0.00
2020;01;22;16;00;27.38;54.00;1011.30;0.00
2020;01;22;17;00;25.79;58.00;1012.00;0.00
2020;01;22;18;00;21.82;72.00;1012.70;0.00
2020;01;22;19;00;20.93;76.00;1013.30;0.00
2020;01;22;20;00;20.71;77.00;1013.60;0.00
2020;01;22;21;00;21.18;72.00;1013.90;0.00
2020;01;22;22;00;21.50;65.00;1014.40;0.00
2020;01;22;23;00;21.56;60.00;1014.30;0.00
2020;01;23;00;00;21.78;55.00;1014.20;0.00
2020;01;23;01;00;21.68;52.00;1014.00;0.00
2020;01;23;02;00;21.46;53.00;1013.70;0.00
2020;01;23;03;00;21.68;58.00;1013.20;0.00
2020;01;23;04;00;20.58;67.00;1012.90;0.00
2020;01;23;05;00;19.87;73.00;1013.70;0.00
2020;01;23;06;00;19.40;76.00;1014.10;0.00
2020;01;23;07;00;20.69;70.00;1014.40;0.00
2020;01;23;08;00;23.59;59.00;1014.60;0.00
2020;01;23;09;00;25.93;50.00;1014.70;0.00
2020;01;23;10;00;28.03;44.00;1014.90;0.00
2020;01;23;11;00;29.49;41.00;1013.60;0.00
2020;01;23;12;00;30.36;39.00;1012.60;0.00
2020;01;23;13;00;30.37;41.00;1011.70;0.00
2020;01;23;14;00;29.19;47.00;1011.30;0.00
2020;01;23;15;00;28.08;52.00;1010.90;0.00
2020;01;23;16;00;27.28;54.00;1010.40;0.00
2020;01;23;17;00;25.66;60.00;1011.20;0.00
2020;01;23;18;00;21.72;81.00;1011.80;0.00
2020;01;23;19;00;20.78;88.00;1012.50;0.00
2020;01;23;20;00;20.30;92.00;1013.10;0.00
2020;01;23;21;00;20.22;96.00;1014.00;0.00
2020;01;23;22;00;20.37;93.00;1014.90;0.00
2020;01;23;23;00;20.29;91.00;1014.40;0.00
2020;01;24;00;00;19.99;91.00;1014.00;0.00
2020;01;24;01;00;19.73;91.00;1013.50;0.00
2020;01;24;02;00;19.62;87.00;1013.30;0.00
2020;01;24;03;00;19.49;86.00;1013.00;0.00
2020;01;24;04;00;19.41;86.00;1012.70;0.00
2020;01;24;05;00;19.46;86.00;1013.30;0.00
2020;01;24;06;00;19.38;86.00;1013.80;0.00
2020;01;24;07;00;20.75;84.00;1014.50;0.00
2020;01;24;08;00;23.71;69.00;1015.00;0.00
2020;01;24;09;00;25.71;58.00;1015.40;0.00
2020;01;24;10;00;27.58;49.00;1015.50;0.00
2020;01;24;11;00;29.07;43.00;1014.30;0.00
2020;01;24;12;00;29.92;42.00;1013.40;0.00
2020;01;24;13;00;29.80;45.00;1012.60;0.00
2020;01;24;14;00;28.81;49.00;1012.40;0.00
2020;01;24;15;00;28.19;52.00;1012.00;0.00
2020;01;24;16;00;27.48;55.00;1011.70;0.00
2020;01;24;17;00;25.89;63.00;1012.40;0.00
2020;01;24;18;00;22.54;79.00;1013.00;0.00
2020;01;24;19;00;21.37;86.00;1013.50;0.00
2020;01;24;20;00;20.82;88.00;1014.30;0.00
2020;01;24;21;00;21.83;85.00;1015.00;0.00
2020;01;24;22;00;21.25;87.00;1015.70;0.00
2020;01;24;23;00;21.22;83.00;1015.20;0.00
